,Pearson's r,Pearson's r (abs),p-value
shifted,0.27690145466473937,0.27690145466473937,0.0
suggests,0.2768464459340288,0.2768464459340288,0.0
way,0.27679755478375595,0.27679755478375595,0.0
duration,0.27674681831464987,0.27674681831464987,0.0
place,0.2766544660172995,0.2766544660172995,0.0
precentral,0.2766153794953396,0.2766153794953396,0.0
number,0.27654040136902486,0.27654040136902486,0.0
considered,0.27636646633463885,0.27636646633463885,0.0
40,0.2763603336882309,0.2763603336882309,0.0
controlling,0.27621535561986155,0.27621535561986155,0.0
word form,0.27619541079241167,0.27619541079241167,0.0
identify,0.27611657990279215,0.27611657990279215,0.0
participated,0.27607193548496833,0.27607193548496833,0.0
modulation,0.2760293304959884,0.2760293304959884,0.0
prediction,0.2759587947906479,0.2759587947906479,0.0
parietal cortex,0.27588062855569795,0.27588062855569795,0.0
site,0.275812987541854,0.275812987541854,0.0
isolated,0.27578982267789326,0.27578982267789326,0.0
groups,0.2756274430053858,0.2756274430053858,0.0
driven,0.2754215951222467,0.2754215951222467,0.0
anterior insula,0.2753615490260114,0.2753615490260114,0.0
play,0.2753098200978891,0.2753098200978891,0.0
psychophysiological,0.2752191424745669,0.2752191424745669,0.0
motor sma,0.27519272995762584,0.27519272995762584,0.0
roi,0.2750469609968716,0.2750469609968716,0.0
organization,0.2750382013686638,0.2750382013686638,0.0
priming,0.2749721225133384,0.2749721225133384,0.0
change,0.2749087173820282,0.2749087173820282,0.0
individual,0.2748867256014093,0.2748867256014093,0.0
theories,0.27488557913520656,0.27488557913520656,0.0
lead,0.27488547158984644,0.27488547158984644,0.0
early stages,0.2748510228284306,0.2748510228284306,0.0
actively,0.2748242368182634,0.2748242368182634,0.0
differing,0.27480917521995274,0.27480917521995274,0.0
12,0.274785946835119,0.274785946835119,0.0
middle frontal,0.2746795472287814,0.2746795472287814,0.0
cerebral,0.27453557955284325,0.27453557955284325,0.0
case,0.2744355962229476,0.2744355962229476,0.0
psychophysical,0.2743797170114509,0.2743797170114509,0.0
onset,0.2743504911623168,0.2743504911623168,0.0
task performance,0.2742922067449269,0.2742922067449269,0.0
relation,0.27425377121603467,0.27425377121603467,0.0
locus,0.27425183802858877,0.27425183802858877,0.0
healthy volunteers,0.27417265728690493,0.27417265728690493,0.0
demonstrate,0.2741714053138841,0.2741714053138841,0.0
ventrolateral,0.2741139876906418,0.2741139876906418,0.0
picture,0.27403168171030756,0.27403168171030756,0.0
class,0.2739758825390643,0.2739758825390643,0.0
resolve,0.273894723401985,0.273894723401985,0.0
tapping,0.27387691558372285,0.27387691558372285,0.0
cortex dorsal,0.2738435633995465,0.2738435633995465,0.0
advance,0.2738248324171405,0.2738248324171405,0.0
played,0.27381089683785503,0.27381089683785503,0.0
affecting,0.27380725022848007,0.27380725022848007,0.0
extended,0.27378320689224755,0.27378320689224755,0.0
largely unknown,0.27371708637020253,0.27371708637020253,0.0
psychophysiological interaction,0.27367993813085734,0.27367993813085734,0.0
opposed,0.2736735199230277,0.2736735199230277,0.0
central,0.27362063812341236,0.27362063812341236,0.0
assess,0.2735933555890979,0.2735933555890979,0.0
allows,0.2735512258831822,0.2735512258831822,0.0
characterize,0.273543025251105,0.273543025251105,0.0
attributes,0.2734073903614715,0.2734073903614715,0.0
compare,0.27321810504252037,0.27321810504252037,0.0
add,0.27312327933623487,0.27312327933623487,0.0
expressions,0.27308132502175975,0.27308132502175975,0.0
skill,0.27307509132859037,0.27307509132859037,0.0
task using,0.27303119565090583,0.27303119565090583,0.0
employed,0.2729236188513041,0.2729236188513041,0.0
neuron,0.27290807801129907,0.27290807801129907,0.0
force,0.27287514767883186,0.27287514767883186,0.0
ips,0.27287296943961686,0.27287296943961686,0.0
represented,0.27258169226049717,0.27258169226049717,0.0
suggest,0.27255288809887585,0.27255288809887585,0.0
physical,0.2725236774650004,0.2725236774650004,0.0
mechanisms underlying,0.27240592496181165,0.27240592496181165,0.0
suggesting,0.27237062624949687,0.27237062624949687,0.0
models,0.27232542725002273,0.27232542725002273,0.0
measure,0.27228091644190794,0.27228091644190794,0.0
dimensional,0.2721697087833609,0.2721697087833609,0.0
differentiate,0.2721134822484791,0.2721134822484791,0.0
parametrically,0.2721003876168846,0.2721003876168846,0.0
strongly,0.2720969971726079,0.2720969971726079,0.0
controlled,0.2720905290862689,0.2720905290862689,0.0
process,0.27193766874492736,0.27193766874492736,0.0
profile,0.2718703814061509,0.2718703814061509,0.0
visuomotor,0.27185173113598177,0.27185173113598177,0.0
capacity,0.27173478788674593,0.27173478788674593,0.0
modulated,0.2716403882427642,0.2716403882427642,0.0
brodmann ba,0.27157699899944093,0.27157699899944093,0.0
immediately,0.27153253867780974,0.27153253867780974,0.0
ventral dorsal,0.2715259704275921,0.2715259704275921,0.0
advantage,0.2713437103144117,0.2713437103144117,0.0
replicated,0.27133984989364884,0.27133984989364884,0.0
dissociated,0.2712620122456935,0.2712620122456935,0.0
insula inferior,0.2711864163982391,0.2711864163982391,0.0
lower,0.2711055655061922,0.2711055655061922,0.0
lesion,0.2711033267185413,0.2711033267185413,0.0
frontal gyrus,0.2708845371979241,0.2708845371979241,0.0
coordinates,0.27082125690816355,0.27082125690816355,0.0
languages,0.2707916920436491,0.2707916920436491,0.0
anatomical,0.27032993782319836,0.27032993782319836,0.0
updating,0.2702752936142194,0.2702752936142194,0.0
conflicting,0.2702426253261429,0.2702426253261429,0.0
current functional,0.2702091422030116,0.2702091422030116,0.0
effect,0.2701971860852858,0.2701971860852858,0.0
preference,0.27016664884850217,0.27016664884850217,0.0
15,0.27013664768908485,0.27013664768908485,0.0
embedded,0.2701212286126389,0.2701212286126389,0.0
gyrus ifg,0.27010084460588024,0.27010084460588024,0.0
developmental,0.27003552076074616,0.27003552076074616,0.0
virtual,0.26998335754829594,0.26998335754829594,0.0
needs,0.2699593709174175,0.2699593709174175,0.0
deficit,0.2699154596258262,0.2699154596258262,0.0
neuroanatomy,0.2698797817997783,0.2698797817997783,0.0
requirements,0.2698722115099789,0.2698722115099789,0.0
environmental,0.2698050405169844,0.2698050405169844,0.0
correlate,0.2697894096471541,0.2697894096471541,0.0
patient,0.2697872740240911,0.2697872740240911,0.0
unimodal,0.269748890037684,0.269748890037684,0.0
depended,0.26969296724238756,0.26969296724238756,0.0
experimental,0.2696829866971594,0.2696829866971594,0.0
high,0.2696680360566417,0.2696680360566417,0.0
hypothesized,0.2696666683473207,0.2696666683473207,0.0
received,0.2695828664667858,0.2695828664667858,0.0
monitoring,0.2695469379702141,0.2695469379702141,0.0
task demands,0.2693360124019555,0.2693360124019555,0.0
comparisons,0.2689772345596001,0.2689772345596001,0.0
respect,0.2689348893367871,0.2689348893367871,0.0
modulates,0.2687803961128386,0.2687803961128386,0.0
changed,0.2687671359641323,0.2687671359641323,0.0
subcortical,0.2686963428834539,0.2686963428834539,0.0
sensitivity,0.26856167279915244,0.26856167279915244,0.0
alternating,0.2685190881020285,0.2685190881020285,0.0
subject,0.2684902909889127,0.2684902909889127,0.0
establish,0.2684282321334855,0.2684282321334855,0.0
sixteen,0.26839998849243624,0.26839998849243624,0.0
group,0.26837890615687915,0.26837890615687915,0.0
ba 44,0.2683484160390144,0.2683484160390144,0.0
participant,0.2683482377691432,0.2683482377691432,0.0
magnetic stimulation,0.2683480377854873,0.2683480377854873,0.0
engagement,0.2683198074904571,0.2683198074904571,0.0
did differ,0.26831154923538364,0.26831154923538364,0.0
encoding,0.2682360656670816,0.2682360656670816,0.0
terms,0.2682253173961089,0.2682253173961089,0.0
wm,0.26821172420887107,0.26821172420887107,0.0
elements,0.2682007005729444,0.2682007005729444,0.0
healthy handed,0.2681710098569804,0.2681710098569804,0.0
task task,0.26816171931427635,0.26816171931427635,0.0
ability,0.26813372830947585,0.26813372830947585,0.0
strongest,0.2681219365736961,0.2681219365736961,0.0
reflects,0.2681005077539598,0.2681005077539598,0.0
discriminated,0.26809483022664005,0.26809483022664005,0.0
long,0.26793380563407543,0.26793380563407543,0.0
higher levels,0.2679201639390817,0.2679201639390817,0.0
endogenous,0.2677294800115063,0.2677294800115063,0.0
14,0.2676692558067646,0.2676692558067646,0.0
end,0.2676671757772873,0.2676671757772873,0.0
ppi,0.2676231643467872,0.2676231643467872,0.0
parkinson,0.26759180773633223,0.26759180773633223,0.0
introduced,0.2675897858065352,0.2675897858065352,0.0
effective,0.2675843313769578,0.2675843313769578,0.0
selectively,0.2675410539863841,0.2675410539863841,0.0
precentral gyrus,0.267499569050088,0.267499569050088,0.0
nature,0.2674260751211673,0.2674260751211673,0.0
operculum,0.26741459036391596,0.26741459036391596,0.0
basic,0.26722519151425866,0.26722519151425866,0.0
code,0.2671923309507399,0.2671923309507399,0.0
primarily,0.2671687916807225,0.2671687916807225,0.0
nuclei,0.2671200615353478,0.2671200615353478,0.0
possible,0.2670754010862753,0.2670754010862753,0.0
interactions,0.26699005645291984,0.26699005645291984,0.0
vs,0.2669824554087214,0.2669824554087214,0.0
observations,0.2668858810448238,0.2668858810448238,0.0
competing,0.26665359476037587,0.26665359476037587,0.0
exists,0.2665975652707325,0.2665975652707325,0.0
operations,0.26653002098330825,0.26653002098330825,0.0
varying,0.2665279200959417,0.2665279200959417,0.0
touch,0.26642968393101996,0.26642968393101996,0.0
et al,0.2664281841888516,0.2664281841888516,0.0
procedures,0.26633764327707077,0.26633764327707077,0.0
parametric,0.2662166768897264,0.2662166768897264,0.0
level bold,0.2661938549071416,0.2661938549071416,0.0
distinguished,0.26612762932163664,0.26612762932163664,0.0
traditional,0.2661004165352798,0.2661004165352798,0.0
plasticity,0.2660987084093768,0.2660987084093768,0.0
cortical subcortical,0.265954006643333,0.265954006643333,0.0
preceding,0.26593645913172087,0.26593645913172087,0.0
tms,0.2657748829136027,0.2657748829136027,0.0
inferior parietal,0.2656825400010883,0.2656825400010883,0.0
dorsolateral prefrontal,0.26568187600531357,0.26568187600531357,0.0
use,0.2656182312314815,0.2656182312314815,0.0
gyrus inferior,0.2655943245686558,0.2655943245686558,0.0
accuracy,0.26550878503722775,0.26550878503722775,0.0
clearly,0.26546024421871706,0.26546024421871706,0.0
size,0.26544116681769436,0.26544116681769436,0.0
match,0.26536387355578617,0.26536387355578617,0.0
identification,0.2653178798803348,0.2653178798803348,0.0
cortex dorsolateral,0.26528207394177594,0.26528207394177594,0.0
divided,0.26525475268165155,0.26525475268165155,0.0
induced,0.265254526592176,0.265254526592176,0.0
group level,0.26524995770710696,0.26524995770710696,0.0
numerical,0.26524261834302176,0.26524261834302176,0.0
temporal,0.2652366245160495,0.2652366245160495,0.0
verbal,0.2652194507223782,0.2652194507223782,0.0
involve,0.2651424191747732,0.2651424191747732,0.0
efficiency,0.2651306051178242,0.2651306051178242,0.0
ventrolateral prefrontal,0.2651037687117544,0.2651037687117544,0.0
supramarginal,0.26509095651567427,0.26509095651567427,0.0
serve,0.2650884365751345,0.2650884365751345,0.0
finger,0.2650179260304823,0.2650179260304823,0.0
experience,0.2649974585026957,0.2649974585026957,0.0
provides,0.2648789770265174,0.2648789770265174,0.0
sulcus sts,0.2648769114512944,0.2648769114512944,0.0
low,0.26477903859368845,0.26477903859368845,0.0
interpret,0.26472680508101964,0.26472680508101964,0.0
elicit,0.26461126008510755,0.26461126008510755,0.0
conversely,0.26457622325294894,0.26457622325294894,0.0
functional neuroanatomy,0.26457254007067144,0.26457254007067144,0.0
lobule ipl,0.264529576592096,0.264529576592096,0.0
local,0.2645238496265831,0.2645238496265831,0.0
given,0.26451918928062684,0.26451918928062684,0.0
widespread,0.26436890074314023,0.26436890074314023,0.0
likelihood,0.264289672629351,0.264289672629351,0.0
men,0.2640093121334819,0.2640093121334819,0.0
finally,0.26393245875706406,0.26393245875706406,0.0
brodmann,0.26380634790543983,0.26380634790543983,0.0
contrasts,0.263788137186473,0.263788137186473,0.0
load,0.26374655451216955,0.26374655451216955,0.0
threshold,0.2637375058835838,0.2637375058835838,0.0
superior temporal,0.2636668363476858,0.2636668363476858,0.0
mediated,0.26359808255446027,0.26359808255446027,0.0
experimental conditions,0.26355870444253326,0.26355870444253326,0.0
changing,0.26355278449252817,0.26355278449252817,0.0
main,0.26345186162281986,0.26345186162281986,0.0
sensory motor,0.2634363011291847,0.2634363011291847,0.0
representational,0.263430426449784,0.263430426449784,0.0
primary secondary,0.2633530851853919,0.2633530851853919,0.0
al,0.26332993707766644,0.26332993707766644,0.0
induce,0.26332077071361076,0.26332077071361076,0.0
known involved,0.2632850466048905,0.2632850466048905,0.0
sulci,0.2632770948858422,0.2632770948858422,0.0
mechanism,0.2632476097474946,0.2632476097474946,0.0
producing,0.2631350856689396,0.2631350856689396,0.0
underlying,0.2629904484801656,0.2629904484801656,0.0
indexed,0.2629830285095543,0.2629830285095543,0.0
segregated,0.2629313474328871,0.2629313474328871,0.0
small,0.262923119679159,0.262923119679159,0.0
procedure,0.262850867122711,0.262850867122711,0.0
disentangle,0.26268656269369445,0.26268656269369445,0.0
smaller,0.2626622845892983,0.2626622845892983,0.0
demonstrated,0.2626012047907397,0.2626012047907397,0.0
meaningful,0.2625634711640235,0.2625634711640235,0.0
rare,0.26256223802219875,0.26256223802219875,0.0
instead,0.2625395087292484,0.2625395087292484,0.0
improved,0.2624683783525834,0.2624683783525834,0.0
important,0.26239936324685353,0.26239936324685353,0.0
real,0.2623946656895059,0.2623946656895059,0.0
implications,0.2623790127623332,0.2623790127623332,0.0
involving,0.26237579755085333,0.26237579755085333,0.0
parieto,0.26235235665218337,0.26235235665218337,0.0
access,0.2622941031057735,0.2622941031057735,0.0
dorsolateral,0.26227528784611837,0.26227528784611837,0.0
closed,0.26211546817239656,0.26211546817239656,0.0
sessions,0.26208478072292624,0.26208478072292624,0.0
13,0.2620813612731997,0.2620813612731997,0.0
transcranial,0.2615035242235391,0.2615035242235391,0.0
transcranial magnetic,0.26148340077864934,0.26148340077864934,0.0
numbers,0.261305010951921,0.261305010951921,0.0
analyze,0.26116460156728605,0.26116460156728605,0.0
integrated,0.2611530633187927,0.2611530633187927,0.0
corresponding,0.26114738707112334,0.26114738707112334,0.0
thalamus,0.26113260181503817,0.26113260181503817,0.0
versus,0.2609627085313697,0.2609627085313697,0.0
discussed,0.2609605546779382,0.2609605546779382,0.0
domain,0.26082504007119095,0.26082504007119095,0.0
expertise,0.2606707327850882,0.2606707327850882,0.0
close,0.26063521006793294,0.26063521006793294,0.0
retention,0.26060929273897165,0.26060929273897165,0.0
cortex ba,0.2605093270443349,0.2605093270443349,0.0
agreement,0.2604833280468311,0.2604833280468311,0.0
patterns,0.2604754916695349,0.2604754916695349,0.0
se,0.26042900394681145,0.26042900394681145,0.0
word,0.26040376064065435,0.26040376064065435,0.0
correlates,0.26035902304845493,0.26035902304845493,0.0
dorsal premotor,0.26016908624674967,0.26016908624674967,0.0
engaged,0.2601650936138688,0.2601650936138688,0.0
45,0.2600734734738665,0.2600734734738665,0.0
methodological,0.26003081766220504,0.26003081766220504,0.0
additionally,0.2600242764195966,0.2600242764195966,0.0
control task,0.25999928178205806,0.25999928178205806,0.0
ipl,0.25998135867446315,0.25998135867446315,0.0
motor network,0.2599677088765649,0.2599677088765649,0.0
having,0.25993154896881565,0.25993154896881565,0.0
phenomenon,0.2598928307594892,0.2598928307594892,0.0
interaction,0.2598786460426088,0.2598786460426088,0.0
resolution,0.2598014284678687,0.2598014284678687,0.0
relied,0.259799723191275,0.259799723191275,0.0
designed,0.2596779355554521,0.2596779355554521,0.0
usually,0.25952146223940836,0.25952146223940836,0.0
matching task,0.25939615647401915,0.25939615647401915,0.0
shown,0.25932715267471806,0.25932715267471806,0.0
supramarginal gyrus,0.25932707944085387,0.25932707944085387,0.0
mass,0.2592054062844776,0.2592054062844776,0.0
subserving,0.25919268380322597,0.25919268380322597,0.0
novelty,0.2591656884737977,0.2591656884737977,0.0
sensorimotor,0.25913475371325323,0.25913475371325323,0.0
suffering,0.25893548309081665,0.25893548309081665,0.0
cognitive deficits,0.2589169430430091,0.2589169430430091,0.0
display,0.25888738459976307,0.25888738459976307,0.0
empirical,0.25884853834781135,0.25884853834781135,0.0
recognition,0.2587840216071559,0.2587840216071559,0.0
proposed,0.2587545744751435,0.2587545744751435,0.0
degrees,0.2587081636811416,0.2587081636811416,0.0
plays,0.25866534288351745,0.25866534288351745,0.0
minimal,0.258554499567536,0.258554499567536,0.0
abilities,0.2585394343392084,0.2585394343392084,0.0
direct evidence,0.25851110754358547,0.25851110754358547,0.0
37,0.25851081118576785,0.25851081118576785,0.0
task difficulty,0.2584855611617832,0.2584855611617832,0.0
converging,0.25846960024179266,0.25846960024179266,0.0
parkinson disease,0.2583074127620174,0.2583074127620174,0.0
caudate nucleus,0.25827108293844553,0.25827108293844553,0.0
skills,0.25823423479058805,0.25823423479058805,0.0
compensatory,0.2581778672869191,0.2581778672869191,0.0
taken,0.25812959733639307,0.25812959733639307,0.0
increases,0.2580754654297353,0.2580754654297353,0.0
mainly,0.25797749253710356,0.25797749253710356,0.0
resonance measure,0.25787316419638867,0.25787316419638867,0.0
60,0.25784286945828194,0.25784286945828194,0.0
earlier,0.25782245778515744,0.25782245778515744,0.0
processes,0.2578157590126471,0.2578157590126471,0.0
large,0.25780443587732044,0.25780443587732044,0.0
index,0.2577883650753287,0.2577883650753287,0.0
suppressed,0.25777927423383035,0.25777927423383035,0.0
proportion,0.2577406056756944,0.2577406056756944,0.0
numerous,0.2577364564989295,0.2577364564989295,0.0
expectancy,0.25753053959625644,0.25753053959625644,0.0
autobiographical,-0.25738755676061686,0.25738755676061686,0.0
step,0.2573710318081364,0.2573710318081364,0.0
activities,0.25732848194159064,0.25732848194159064,0.0
eeg,0.25732777367670556,0.25732777367670556,0.0
preferentially,0.2572625841527264,0.2572625841527264,0.0
accurate,0.25713695848556695,0.25713695848556695,0.0
motor cortex,0.2571115016456175,0.2571115016456175,0.0
injury,0.25708484778591095,0.25708484778591095,0.0
distributed network,0.2570407564926062,0.2570407564926062,0.0
regard,0.2570005439906575,0.2570005439906575,0.0
particular,0.2569953614272717,0.2569953614272717,0.0
center,0.2569751609314439,0.2569751609314439,0.0
clips,0.2569459950968915,0.2569459950968915,0.0
marked,0.2569329424652402,0.2569329424652402,0.0
cortico,0.25688521791508145,0.25688521791508145,0.0
hand movements,0.25678811589287115,0.25678811589287115,0.0
overcome,0.2567752353764396,0.2567752353764396,0.0
caused,0.25669557706825324,0.25669557706825324,0.0
subset,0.25648502829342834,0.25648502829342834,0.0
points,0.25634755383015967,0.25634755383015967,0.0
correctly,0.256332514025729,0.256332514025729,0.0
goal,0.25616954069549547,0.25616954069549547,0.0
20,0.25615268991720336,0.25615268991720336,0.0
provide,0.25613286232280397,0.25613286232280397,0.0
widely,0.2560597339588674,0.2560597339588674,0.0
extending,0.25593231332839655,0.25593231332839655,0.0
maximum,0.2558716933115107,0.2558716933115107,0.0
differ,0.25581944866145373,0.25581944866145373,0.0
forms,0.25580611712322,0.25580611712322,0.0
resonance healthy,0.2556395177105627,0.2556395177105627,0.0
prior,0.25558799783671926,0.25558799783671926,0.0
interpretation,0.2555523451923119,0.2555523451923119,0.0
shorter,0.25518670973188184,0.25518670973188184,0.0
deficits,0.25516572043012853,0.25516572043012853,0.0
cause,0.2551646441367649,0.2551646441367649,0.0
motor premotor,0.2551612683446091,0.2551612683446091,0.0
crucial,0.2551328183303979,0.2551328183303979,0.0
predicted,0.2548216172463015,0.2548216172463015,0.0
led,0.25472037182227053,0.25472037182227053,0.0
unclear,0.2546831482485789,0.2546831482485789,0.0
contains,0.2546577812710181,0.2546577812710181,0.0
normal,0.25463041840520045,0.25463041840520045,0.0
focus,0.2546186895288295,0.2546186895288295,0.0
standard,0.25461042673973727,0.25461042673973727,0.0
followed,0.2545483506746956,0.2545483506746956,0.0
improvement,0.2545205532753674,0.2545205532753674,0.0
substantially,0.2541480569355819,0.2541480569355819,0.0
affect,0.25394946551866726,0.25394946551866726,0.0
implicit,0.2539472342673134,0.2539472342673134,0.0
enhance,0.2538872372367852,0.2538872372367852,0.0
compensation,0.25373712757027805,0.25373712757027805,0.0
traditionally,0.25370244265407227,0.25370244265407227,0.0
links,0.2536446526771928,0.2536446526771928,0.0
new,0.25360751436683376,0.25360751436683376,0.0
assume,0.25342972432662114,0.25342972432662114,0.0
readers,0.25342950345234155,0.25342950345234155,0.0
connectivity analyses,0.2533907926545427,0.2533907926545427,0.0
oxygen level,0.2532891526743952,0.2532891526743952,0.0
play important,0.2532295451669777,0.2532295451669777,0.0
behavior,0.2531921135685443,0.2531921135685443,0.0
length,0.2531801821831688,0.2531801821831688,0.0
subsequent,0.25317617359321426,0.25317617359321426,0.0
consists,0.25314903822397367,0.25314903822397367,0.0
sets,0.252927554295099,0.252927554295099,0.0
differs,0.25291000777940115,0.25291000777940115,0.0
appeared,0.2528811001082049,0.2528811001082049,0.0
central role,0.2527498882112551,0.2527498882112551,0.0
anatomy,0.2526225083448504,0.2526225083448504,0.0
supported,0.25257515817351583,0.25257515817351583,0.0
multiple,0.2525436699559051,0.2525436699559051,0.0
online,0.2523260855956743,0.2523260855956743,0.0
aspect,0.25231801797717857,0.25231801797717857,0.0
resonance performing,0.2522802506713541,0.2522802506713541,0.0
pointing,0.25217842240044064,0.25217842240044064,0.0
blood oxygen,0.2521092126895086,0.2521092126895086,0.0
select,0.25209208524704724,0.25209208524704724,0.0
containing,0.25199025781232764,0.25199025781232764,0.0
characteristic,0.25198567676509065,0.25198567676509065,0.0
typically,0.25198254840191553,0.25198254840191553,0.0
parietal lobe,0.25197739184735474,0.25197739184735474,0.0
plays role,0.2518902432504294,0.2518902432504294,0.0
question,0.25186372410596264,0.25186372410596264,0.0
displays,0.25178753268855686,0.25178753268855686,0.0
temporal sulcus,0.2517861099484423,0.2517861099484423,0.0
unlike,0.25167898458526533,0.25167898458526533,0.0
occur,0.25152216109709075,0.25152216109709075,0.0
bold signal,0.2514218873779194,0.2514218873779194,0.0
current,0.25137842149008105,0.25137842149008105,0.0
recruit,0.25135001849856975,0.25135001849856975,0.0
demanding,0.25134839615341,0.25134839615341,0.0
stroke,0.2512342416653277,0.2512342416653277,0.0
foci,0.251176992214588,0.251176992214588,0.0
rhythm,0.2511522277660001,0.2511522277660001,0.0
principal,0.25113190919010175,0.25113190919010175,0.0
poor,0.2508243383346993,0.2508243383346993,0.0
systematically,0.25059609035772656,0.25059609035772656,0.0
reductions,0.2505515754704482,0.2505515754704482,0.0
setting,0.25050287918338154,0.25050287918338154,0.0
provide evidence,0.25047966663117593,0.25047966663117593,0.0
prediction error,0.25044360314097547,0.25044360314097547,0.0
healthy adults,0.2504297594040497,0.2504297594040497,0.0
speaking,0.2503613676333679,0.2503613676333679,0.0
conscious,0.25033044285247796,0.25033044285247796,0.0
enable,0.25032193862985985,0.25032193862985985,0.0
fluency,0.25029478611757927,0.25029478611757927,0.0
focusing,0.2502107169617626,0.2502107169617626,0.0
images acquired,0.25016910458934016,0.25016910458934016,0.0
affected,0.2501509391363025,0.2501509391363025,0.0
highlighted,0.2501492779856215,0.2501492779856215,0.0
children,0.25012548451574623,0.25012548451574623,0.0
trajectories,0.24979780281659117,0.24979780281659117,0.0
speakers,0.24955382407890897,0.24955382407890897,0.0
anticipation,0.2495094681844479,0.2495094681844479,0.0
fronto striatal,0.24937123450673546,0.24937123450673546,0.0
cortex inferior,0.24927138562864334,0.24927138562864334,0.0
oxygenation level,0.24921516253529716,0.24921516253529716,0.0
difficulty,0.24916320820070262,0.24916320820070262,0.0
partially,0.24914665113983805,0.24914665113983805,0.0
thalamic,0.24907439561472483,0.24907439561472483,0.0
served,0.24876353070764165,0.24876353070764165,0.0
elusive,0.24875541404017015,0.24875541404017015,0.0
contrasted,0.24855425550537377,0.24855425550537377,0.0
inducing,0.24847879996459762,0.24847879996459762,0.0
hypoactivation,0.24844106389658596,0.24844106389658596,0.0
periods,0.24841892610946195,0.24841892610946195,0.0
english,0.24821375276251825,0.24821375276251825,0.0
intact,0.2481934198572231,0.2481934198572231,0.0
amplitude,0.24817918671317965,0.24817918671317965,0.0
selected,0.24817322391665134,0.24817322391665134,0.0
blood oxygenation,0.24815641617959774,0.24815641617959774,0.0
scalp,0.24802961942498772,0.24802961942498772,0.0
frontal lobes,0.24797020898332417,0.24797020898332417,0.0
applied,0.24796847397055793,0.24796847397055793,0.0
control condition,0.2479650276396061,0.2479650276396061,0.0
temporo,0.24787972896358704,0.24787972896358704,0.0
46,0.24783584508534115,0.24783584508534115,0.0
cost,0.2476051700689257,0.2476051700689257,0.0
overall,0.2475984462004897,0.2475984462004897,0.0
facilitated,0.24750642356291241,0.24750642356291241,0.0
attempt,0.24747604617032942,0.24747604617032942,0.0
high low,0.24741395472127076,0.24741395472127076,0.0
mid,0.24728959525237504,0.24728959525237504,0.0
unilateral,0.2472864820996954,0.2472864820996954,0.0
localize,0.2472194599580592,0.2472194599580592,0.0
deprivation,0.24707131492536,0.24707131492536,0.0
oxygenation,0.2470636860960589,0.2470636860960589,0.0
attending,0.24690786457454567,0.24690786457454567,0.0
bilinguals,0.2468814599065247,0.2468814599065247,0.0
receiving,0.2467557152082396,0.2467557152082396,0.0
aspects,0.24661494343451507,0.24661494343451507,0.0
oxygen,0.2466145291276667,0.2466145291276667,0.0
high frequency,0.2465693545182856,0.2465693545182856,0.0
dual,0.24654098231784102,0.24654098231784102,0.0
responsiveness,0.24647977972255564,0.24647977972255564,0.0
motor function,0.2464770546023056,0.2464770546023056,0.0
connection,0.2463103981637895,0.2463103981637895,0.0
correspond,0.24627383039469417,0.24627383039469417,0.0
inferior middle,0.24614853914728888,0.24614853914728888,0.0
primates,0.2460808125929201,0.2460808125929201,0.0
modulate,0.24600607048331782,0.24600607048331782,0.0
hemodynamic responses,0.24594403763900596,0.24594403763900596,0.0
auditory,0.24589950595280163,0.24589950595280163,0.0
acts,0.24588838334183344,0.24588838334183344,0.0
cortex insula,0.24581085689643442,0.24581085689643442,0.0
various,0.24565967830670182,0.24565967830670182,0.0
17,0.2452821193000628,0.2452821193000628,0.0
later,0.24517895957403046,0.24517895957403046,0.0
accurately,0.2451608693838222,0.2451608693838222,0.0
symbolic,0.24514029174444915,0.24514029174444915,0.0
explored,0.24511755241765115,0.24511755241765115,0.0
opercular,0.2450290652996888,0.2450290652996888,0.0
judged,0.24492280191388843,0.24492280191388843,0.0
represents,0.24491426966883323,0.24491426966883323,0.0
relies,0.24491014966513597,0.24491014966513597,0.0
analyses,0.2448940422301414,0.2448940422301414,0.0
11,0.24487355702496236,0.24487355702496236,0.0
tone,0.24484836447497862,0.24484836447497862,0.0
70,0.24481391231422067,0.24481391231422067,0.0
little known,0.2447593581319664,0.2447593581319664,0.0
means,0.24471306390398842,0.24471306390398842,0.0
superior middle,0.24471301123002007,0.24471301123002007,0.0
finger movements,0.2446936934475514,0.2446936934475514,0.0
levels,0.24455156529278863,0.24455156529278863,0.0
cognitive control,0.24443392823578222,0.24443392823578222,0.0
method,0.24441489546462464,0.24441489546462464,0.0
respectively,0.24433785094768484,0.24433785094768484,0.0
effort,0.24429658792532602,0.24429658792532602,0.0
frontal gyri,0.24414583938296985,0.24414583938296985,0.0
leads,0.24414346797460015,0.24414346797460015,0.0
accompanied,0.24411467065980408,0.24411467065980408,0.0
years,0.24408993943179694,0.24408993943179694,0.0
period,0.24408553409460734,0.24408553409460734,0.0
administered,0.24402361817664792,0.24402361817664792,0.0
language,0.24396629259875907,0.24396629259875907,0.0
importantly,0.24395971634553487,0.24395971634553487,0.0
providing,0.2439389405481372,0.2439389405481372,0.0
executive,0.2439345627621296,0.2439345627621296,0.0
proper,0.24391999394511882,0.24391999394511882,0.0
oral,0.24387511920669352,0.24387511920669352,0.0
intermediate,0.2437162742326564,0.2437162742326564,0.0
quantitative,0.2436822507453048,0.2436822507453048,0.0
